evid;dt;opid;dispid;rsname;mcssn;mcsname;msuid;msuname;grpname;typeid;direction;statusid;description;duration;notRead;recorded;media;extdispid;soundfile;trgid;trgname;grpid;loneworker;addInfo;sourceid;userName;source_name;target_name;source_uid;target_uid;channel_id;is_server_event
129043;2025-04-19 14:27:49.363;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601020);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601020;All Call;dmr:1601020@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129044;2025-04-19 14:27:53.267;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129045;2025-04-19 14:27:53.700;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129046;2025-04-19 14:28:36.397;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601020);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601020;All Call;dmr:1601020@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129047;2025-04-19 14:30:55.550;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي المنيهلة;VOIX TUNIS;dmr:11092003@subscribers.global;dmr:6505@subscribers.global;17826016;0
129048;2025-04-19 14:43:39.853;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;3;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;GEANT مركز الفضاء التجاري;VOIX TUNIS;dmr:11062032@subscribers.global;dmr:6505@subscribers.global;17826016;0
129049;2025-04-19 14:45:00.663;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الابحاث و التفتيش المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;All Call;dmr:11094000@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129050;2025-04-19 14:45:19.760;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (1);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1;Tous les appels;dmr:1@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129051;2025-04-19 14:47:13.253;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;1;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;اع مرناق;VOIX BEN AROUS;dmr:11132024@subscribers.global;dmr:6505@subscribers.global;19923168;0
129052;2025-04-19 14:51:26.810;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الابحاث و التفتيش المنيهلة;VOIX TUNIS;dmr:11094002@subscribers.global;dmr:6505@subscribers.global;17826016;0
129053;2025-04-19 14:56:02.760;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;1;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;VOIX HAWARIA;dmr:11203010@subscribers.global;dmr:16448250@subscribers.global;28311776;0
129054;2025-04-19 14:56:02.760;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129055;2025-04-19 14:56:10.977;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129056;2025-04-19 14:56:14.893;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4713;VOIX AFAMAR 2';NULL;NULL;;0;0;1;AFAMAR 2' (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;101;VOIX AFAMAR 2';dmr:101@subscribers.global;dmr:16448250@subscribers.global;24117472;0
129057;2025-04-19 14:56:14.893;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4713;VOIX AFAMAR 2';NULL;NULL;All Call;1;0;5;AFAMAR 2' (1:1) (101);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;101;All Call;dmr:101@subscribers.global;dmr:all@wides.24117472.global;24117472;0
129058;2025-04-19 14:56:20.300;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4713;VOIX AFAMAR 2';NULL;NULL;All Call;1;0;5;AFAMAR 2' (1:1) (قاعة العمليات المركزية);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة العمليات المركزية;All Call;dmr:11000001@subscribers.global;dmr:all@wides.24117472.global;24117472;0
129059;2025-04-19 14:56:23.997;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129060;2025-04-19 14:56:24.260;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4713;VOIX AFAMAR 2';NULL;NULL;All Call;1;0;5;AFAMAR 2' (1:1) (101);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;101;All Call;dmr:101@subscribers.global;dmr:all@wides.24117472.global;24117472;0
129061;2025-04-19 14:56:29.697;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;1;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;VOIX HAWARIA;dmr:11202001@subscribers.global;dmr:16448250@subscribers.global;28311776;0
129062;2025-04-19 14:56:29.697;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129063;2025-04-19 14:56:30.553;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4713;VOIX AFAMAR 2';NULL;NULL;All Call;1;0;5;AFAMAR 2' (1:1) (قاعة العمليات المركزية);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة العمليات المركزية;All Call;dmr:11000001@subscribers.global;dmr:all@wides.24117472.global;24117472;0
129064;2025-04-19 14:56:37.077;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129065;2025-04-19 14:56:41.937;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129066;2025-04-19 14:56:45.343;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129067;2025-04-19 14:56:49.497;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129068;2025-04-19 14:56:52.073;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129069;2025-04-19 14:56:55.977;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129070;2025-04-19 14:57:00.717;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129071;2025-04-19 14:57:05.637;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);6;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129072;2025-04-19 14:57:11.157;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129073;2025-04-19 14:57:14.217;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129074;2025-04-19 14:57:17.817;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);8;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129075;2025-04-19 14:57:25.480;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129076;2025-04-19 14:58:40.853;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129077;2025-04-19 14:58:45.603;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129078;2025-04-19 14:58:47.910;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129079;2025-04-19 14:58:51.037;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129080;2025-04-19 14:59:58.663;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;1;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة أمن عمومي قليبية 28395;VOIX HAWARIA;dmr:11202080@subscribers.global;dmr:16448250@subscribers.global;28311776;0
129081;2025-04-19 15:00:32.393;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129082;2025-04-19 15:00:34.193;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129083;2025-04-19 15:00:44.927;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129084;2025-04-19 15:00:49.850;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (سيارة مركز مرور منزل تميم27450);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة مركز مرور منزل تميم27450;Tous les appels;dmr:11203010@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129085;2025-04-19 15:00:50.917;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي برج الطويل 32832);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي برج الطويل 32832;All Call;dmr:11062039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129086;2025-04-19 15:00:52.913;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (قاعة عمليات منطقة منزل تميم);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة منزل تميم;Tous les appels;dmr:11202001@subscribers.global;dmr:all@wides.28311776.global;28311776;0
129087;2025-04-19 15:01:02.613;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي برج الطويل 32832);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي برج الطويل 32832;All Call;dmr:11062039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129088;2025-04-19 15:01:05.503;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129089;2025-04-19 15:01:07.843;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي برج الطويل 32832);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي برج الطويل 32832;All Call;dmr:11062039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129090;2025-04-19 15:01:19.570;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;GEANT مركز الفضاء التجاري;VOIX TUNIS;dmr:11062032@subscribers.global;dmr:6505@subscribers.global;17826016;0
129091;2025-04-19 15:01:50.490;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129092;2025-04-19 15:01:57.690;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129093;2025-04-19 15:01:59.557;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات إقليم أريانة;VOIX TUNIS;dmr:11052000@subscribers.global;dmr:6505@subscribers.global;17826016;0
129094;2025-04-19 15:01:59.557;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات إقليم أريانة);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات إقليم أريانة;All Call;dmr:11052000@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129095;2025-04-19 15:02:03.987;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129096;2025-04-19 15:02:08.313;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات إقليم أريانة);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات إقليم أريانة;All Call;dmr:11052000@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129097;2025-04-19 15:02:13.237;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز بحري قمرت;VOIX TUNIS;dmr:11817041@subscribers.global;dmr:6505@subscribers.global;17826016;0
129098;2025-04-19 15:02:13.237;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز بحري قمرت);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز بحري قمرت;All Call;dmr:11817041@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129099;2025-04-19 15:02:15.883;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز بحري قمرت);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز بحري قمرت;All Call;dmr:11817041@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129100;2025-04-19 15:02:16.430;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز بحري قمرت);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز بحري قمرت;All Call;dmr:11817041@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129101;2025-04-19 15:03:07.843;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604081;VOIX TUNIS;dmr:1604081@subscribers.global;dmr:6505@subscribers.global;17826016;0
129102;2025-04-19 15:03:07.843;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604081);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604081;All Call;dmr:1604081@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129103;2025-04-19 15:03:15.403;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129104;2025-04-19 15:03:18.093;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604081);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604081;All Call;dmr:1604081@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129105;2025-04-19 15:03:25.123;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129106;2025-04-19 15:03:45.457;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور أريانة);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور أريانة;All Call;dmr:11063004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129107;2025-04-19 15:03:50.793;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129108;2025-04-19 15:03:54.390;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور أريانة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور أريانة;All Call;dmr:11063004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129109;2025-04-19 15:04:02.480;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;الفرقة العدلية حدائق المنزه;VOIX TUNIS;dmr:11084004@subscribers.global;dmr:6505@subscribers.global;17826016;0
129110;2025-04-19 15:04:04.227;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور أريانة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور أريانة;All Call;dmr:11063004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129111;2025-04-19 15:04:05.370;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129112;2025-04-19 15:04:09.573;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور أريانة);6;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور أريانة;All Call;dmr:11063004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
129113;2025-04-19 15:04:16.837;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات منطقة اريانة);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة اريانة;All Call;dmr:11062001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
